segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
1116,0,0,CADC0894,5,210,43,126342.0872093023,19575929357.824657,139914.00701082312,-1.033808206369739,0.7833751724552119,1,1,1,1,7,760892929.8306895,206740155.24672794,1050,215,93218711.22773646,455254171.11220133
1117,0,1,CADC0894,5,195,40,145956.5245,25656297440.16171,160175.8328842454,-1.4090565585021864,0.5616183350526627,1,1,1,1,3,1627628149.6866846,1652066494.1388438,975,200,131570756.10339338,641407436.0040427
1118,0,1,CADC0894,5,210,43,155639.53860465117,33388358436.695896,182724.8161490275,-1.1126487756262662,0.7343943887757269,1,1,1,3,5,1283556016.029646,557375641.5530088,1050,215,158992183.0318852,776473452.0161836
1119,0,1,CADC0894,5,240,49,159850.1081632653,40101797402.85912,200254.33179549233,-1.1244708865196802,0.7460524655307912,1,1,1,2,5,1285159974.8841667,673017433.698298,1200,245,167090822.511913,818404028.629778
1120,0,0,CADC0894,5,220,45,185166.26466666668,43481069717.43385,208521.14932887227,-1.3535601089179905,0.5576154896328245,1,1,1,1,4,1472805338.9195497,725244463.6941069,1100,225,197641225.9883357,966245993.7207522
1121,0,1,CADC0894,5,215,44,176534.2497727273,40525872735.73221,201310.38904073532,-1.352302758437772,0.5755867247738756,1,1,1,1,6,1367717018.6441722,395591610.94091904,1075,220,188492431.328987,921042562.175732
1122,0,1,CADC0894,5,220,45,148004.324,33830865506.585526,183931.68706502294,-1.0554326120966966,0.7701273540840234,1,1,1,3,5,1212805944.6798363,393425856.10907906,1100,225,153776661.39357057,751797011.2574561
1123,0,0,CADC0894,5,220,45,126332.05333333334,25881323168.928276,160876.73283892943,-1.0263683906731123,0.798969418598846,1,1,1,1,5,942233740.369091,287573479.4511628,1100,225,117642378.04058307,575140514.8650728
1124,0,1,CADC0894,5,175,36,130151.16666666667,22335989762.13889,149452.2992868925,-1.4555528115520104,0.49396360844714754,1,1,1,2,5,1489203434.2285714,1264557141.9411764,875,180,127634227.21222222,620444160.0594136
1125,0,1,CADC0894,5,210,43,98146.82232558138,19313716716.77366,138973.79867001428,-0.6273900043000471,1.0311572203755617,1,1,1,2,5,1034960593.3859427,520610048.0298732,1050,215,91970079.60368408,449156202.7156665
1126,0,0,CADC0894,5,215,44,99458.00249999999,17759786888.391727,133265.8504208476,-0.7883474552233758,0.9158476482101575,1,1,1,2,5,710845688.8041443,122181837.46849047,1075,220,82603659.94600804,403631520.1907211
1127,0,1,CADC0894,5,200,41,110541.15878048779,19731100412.27226,140467.43541572994,-1.2218488196066644,0.712347559005503,1,1,1,2,4,1231493304.095405,1370084045.3849385,1000,205,98655502.0613613,481246351.5188356
1128,0,1,CADC0894,5,205,42,171865.9642857143,41676660352.82869,204148.62319601543,-0.9751469036472753,0.7895014360094202,1,1,1,1,9,1483661003.206917,134987867.74503,1025,210,203300782.20892045,992301436.9721117
1129,0,1,CADC0894,5,215,44,241858.89772727274,62867502600.41025,250733.92790049425,-1.453169242687935,0.4351124165486444,1,1,1,3,6,1797262213.5865116,550178766.2933333,1075,220,292406988.8391174,1428806877.282051
1130,0,1,CADC0894,5,225,46,214212.34565217388,54079726123.804245,232550.48080751035,-1.340535174732409,0.5311303267054099,1,1,1,2,6,1410674480.8475556,216191310.4086363,1125,230,240354338.32801887,1175646220.082701
1131,0,1,CADC0894,5,205,42,210712.44642857142,47600893381.039925,218176.28968574913,-1.514348939328347,0.4197090099629354,1,1,1,1,7,1459903087.401195,184119733.811055,1025,210,232199479.90751183,1133354604.3104744
1132,0,0,CADC0894,5,210,43,187144.0434883721,44906953642.54176,211912.6085029906,-1.1926236030504376,0.6558692370583984,1,1,1,3,4,1666638928.9411414,967251132.860893,1050,215,213842636.393056,1044347759.1288782
1133,0,0,CADC0894,5,205,42,191681.6695238095,43898740412.36139,209520.26253410763,-1.3493385365925852,0.5637067406618419,1,1,1,2,3,1661747650.0380135,974942394.1907495,1025,210,214140197.13347018,1045208105.0562235
1134,1,1,CADC0894,5,220,21,28545.702857142856,2780230625.6092963,52727.89229249825,6.368604539093733,2.8087235736316574,1,1,1,1,2,3377969203.0725956,7686002831.9158745,16100,105,12637411.934587711,132391934.55282363
1135,0,1,CADC0894,5,195,40,202923.874,39891094385.74196,199727.55039238316,-1.3879555304324076,0.49150487868971104,1,1,1,4,8,1474458199.3674328,398624511.8968063,975,200,204569714.7986767,997277359.643549
1136,0,1,CADC0894,5,205,42,208664.00428571433,44338247782.48248,210566.4925444751,-1.3706109486867666,0.5188543089012557,1,1,1,3,7,1451018776.029545,361561802.50555485,1025,210,216284135.5243048,1055672566.2495829
1137,0,1,CADC0894,5,215,44,227327.46545454543,49094154745.82395,221572.00803762182,-1.427021604863266,0.437023498848555,1,1,1,1,9,1316742087.9953837,192359011.47858423,1075,220,228344905.79453,1115776244.2232716
1138,0,1,CADC0894,5,215,44,254878.40477272726,58101114631.09356,241041.72798727933,-1.5479481958771966,0.36763013670487155,1,1,1,4,12,1558972296.987532,243786197.68563044,1075,220,270237742.4702026,1320479877.979399
1139,0,1,CADC0894,5,225,46,279655.21804347826,70405242668.35614,265339.8625694152,-1.435268175939548,0.3517694642655074,1,1,1,2,5,1699732818.2291121,433737259.1533524,1125,230,312912189.6371384,1530548753.6599162
1140,0,1,CADC0894,5,245,50,278650.2456,80156231502.36253,283118.75865502545,-1.417342522391621,0.4406079040541597,1,1,1,3,11,1683078475.6392732,313723213.4972582,1225,250,327168291.8463777,1603124630.0472507
1141,0,1,CADC0894,5,215,44,321974.2313636364,79510500698.82358,281976.06405300356,-1.5477785298748337,0.195061206561869,1,1,1,2,7,1981988076.6979523,438657486.6921536,1075,220,369816282.32010967,1807056834.0641723
1142,0,1,CADC0894,5,225,46,293098.1734782608,74903276767.25417,273684.63012608903,-1.4824678026084197,0.3313514309806163,1,1,1,3,7,1759256287.8328173,396471958.04596364,1125,230,332903452.2989074,1628332103.63596
1143,0,1,CADC0894,5,220,45,271761.88444444444,73149485241.78352,270461.61509867443,-1.4872696012978677,0.37821502554058145,1,1,1,3,4,2007970315.2804544,869099510.1497675,1100,225,332497660.18992513,1625544116.4840784
1144,0,1,CADC0894,5,220,45,254718.1328888889,65148666701.45561,255242.3685469472,-1.464937488326638,0.3757786590635525,1,1,1,1,3,1785156932.0196548,612999245.2995907,1100,225,296130303.1884346,1447748148.9212358
1145,0,1,CADC0894,5,215,44,239983.5845454545,58781497294.103806,242448.95812129983,-1.5094092814846887,0.41610219937433757,1,1,1,1,9,1602174726.806521,219816463.60764763,1075,220,273402312.99583167,1335943120.3205411
1146,0,1,CADC0894,5,205,42,229807.6757142857,55940150788.18761,236516.70297927715,-1.386676719433704,0.46037062203109824,1,1,1,2,4,1808863771.9881167,726875317.9504601,1025,210,272878784.33262247,1331908352.099705
1147,0,1,CADC0894,5,220,45,216267.05111111113,52975085656.83627,230163.17180825493,-1.3849572633879836,0.4985929230925804,1,1,1,2,8,1388106263.8227272,165217756.50930235,1100,225,240795843.89471033,1177224125.7074728
1148,0,1,CADC0894,5,225,46,220957.28826086957,55213341347.97263,234975.1930480591,-1.4597882603752583,0.4714169022878877,1,1,1,1,10,1422007675.2913954,154425086.9224,1125,230,245392628.21321172,1200290029.303753
1149,0,1,CADC0894,5,240,49,331934.9655102041,168093817398.6114,409992.46017288096,-1.0648133427309299,0.7589704516518773,1,1,1,1,8,4528623250.421296,398454639.5612042,1200,245,700390905.8275474,3430486069.359416
1150,0,1,CADC0894,5,265,54,378057.962962963,239440194338.2209,489326.26573506236,-0.8200214203417557,0.8693407469739937,1,1,1,1,4,6172157213.54717,1410248421.2307692,1325,270,903547903.1630977,4434077672.9300165
1151,0,1,CADC0894,5,240,49,355206.60204081633,207740771188.26382,455785.8830506533,-0.8541982618280408,0.8631890190109537,1,1,1,1,2,5891989745.722917,411345280.60468084,1200,245,865586546.6177659,4239607575.2706904
1152,1,1,CADC0894,5,320,65,454168.4613846154,188148012957.9487,433760.3174080689,-1.8588134788229727,0.12544131918860987,1,1,1,2,3,4227640046.8654823,868588782.9187478,1600,325,587962540.4935896,2894584814.7376723
1153,0,1,CADC0894,5,215,44,254906.43409090908,114403870250.22545,338236.4117747015,-1.0007254736784723,0.8309298439342434,1,1,1,1,3,4800033108.907441,1580015346.1633334,1075,220,532111024.41965324,2600087960.2323966
1154,0,1,CADC0894,5,200,41,254897.0243902439,118544085623.43843,344302.3171915031,-0.9034945841171016,0.8771982713353373,1,1,1,1,3,5785797702.8,1824826302.871795,1000,205,592720428.1171921,2891319161.547279
1155,0,1,CADC0894,5,215,44,228438.6968181818,106956014402.94345,327041.30381794815,-0.5748468141665644,1.0369154501297897,1,1,1,1,2,4638146519.319107,559773033.4061143,1075,220,497469834.43229514,2430818509.157806
1156,0,0,CADC0894,5,205,42,232299.34071428573,100979109371.52287,317772.10288432,-0.8117921945419546,0.9270579210440051,1,1,1,1,4,4499012628.88859,721709622.766415,1025,210,492581021.3245018,2404264508.8457828
1157,0,1,CADC0894,5,200,41,245161.66585365855,98893877308.8081,314473.96920700464,-1.0254237235266472,0.8114717890239226,1,1,1,1,7,4057129256.264,459514525.88256407,1000,205,494469386.5440405,2412045788.01971
1158,0,0,CADC0894,5,225,46,228825.69043478265,101490803229.29915,318576.2125917426,-0.7082596695592289,0.9794201520761318,1,1,1,1,4,3842851424.523769,429727974.6319273,1125,230,451070236.57466286,2206321809.33259
1159,0,1,CADC0894,5,190,39,267933.5046153846,113010232581.19466,336169.9459814852,-1.0139278964001823,0.7942815975456756,1,1,1,1,2,4894841238.71802,522371186.43606484,950,195,594790697.7957613,2897698271.3126836
1160,0,1,CADC0894,5,230,47,225608.71382978724,103211992144.62508,321266.2324998148,-0.5497859235054348,1.0480229763794513,1,1,1,1,3,4159504368.2142076,879458188.6045151,1150,235,448747791.9331525,2195999832.864363
1161,0,1,CADC0894,5,195,40,277833.734,105079634270.59819,324159.88997807575,-1.1073730104424737,0.7372257293475087,1,1,1,1,2,4408259572.799183,722261420.5399576,975,200,538869919.336401,2626990856.7649546
1162,0,1,CADC0894,5,235,48,248648.635,94212277652.17693,306940.18578898546,-0.7806617544978467,0.947211739428416,1,1,1,2,3,3908079744.6464014,1776331085.291864,1175,240,400903309.15819967,1962755784.4203527
1163,1,1,CADC0894,5,225,23,58783.464347826084,1704761871.9236155,41288.76205365832,-1.676428010653943,-0.04046331886251791,1,1,1,1,1,402119742.25147855,721328937.7808127,14925,115,7576719.430771625,74120081.38798328
1164,0,1,CADC0894,5,200,41,319744.30219512194,103617156531.66484,321896.1890604871,-1.0251352502263442,0.7498698733713325,1,1,1,1,5,4665245776.805229,904836339.6295115,1000,205,518085782.6583242,2527247720.284508
1165,0,1,CADC0894,5,210,43,307993.69720930234,105369090853.21568,324606.0548622217,-0.8120965278186163,0.8630135212754176,1,1,1,1,5,4258039082.235299,466169151.61586344,1050,215,501757575.49150324,2450443973.3305974
1166,0,0,CADC0894,5,200,41,287199.5214634146,97870493785.71286,312842.6022550523,-0.9961783333108709,0.7795692445404094,1,1,1,1,5,3964504903.4948134,465260151.1762351,1000,205,489352468.9285643,2387085214.2856793
1167,0,1,CADC0894,5,230,47,223363.19382978723,80284491746.753,283345.18126615987,-0.6215524200700355,1.0162349957315793,1,1,1,1,5,3033864554.3846245,333373062.3725911,1150,235,349063007.59457827,1708180675.4628298
1168,0,0,CADC0894,5,215,44,213671.1827272727,77135726979.23424,277733.1938736064,-0.8100082080738131,0.9268728301841801,1,1,1,1,7,3006810886.6081147,355148202.50210094,1075,220,358770823.15922904,1753084704.0735054
1169,0,1,CADC0894,5,235,48,173880.51812500003,66197094522.88798,257287.96031467928,-0.44847998281746815,1.1078817109846746,1,1,1,1,5,2612910971.4582167,318782500.1371955,1175,240,281689763.9271829,1379106135.8934996
1170,0,0,CADC0894,5,205,42,191968.36857142858,70626572875.90422,265756.604576263,-0.8052094659750342,0.93850777937374,1,1,1,1,3,3349357479.9249954,876582612.61636,1025,210,344519867.68733764,1681585068.47391
1171,0,1,CADC0873,5,775,156,-14.977944224358975,276.840927013169,16.63853740606935,-1.45159123931786,0.17050193941256617,1,1,1,40,48,0.685480128946394,0.662846955373442,3875,780,0.35721409937183096,1.7746213270074935
1172,0,1,CADC0873,5,525,106,4.837359070754718,221.51384129042407,14.883341066118994,-1.4727729315477924,0.21421867443098094,1,1,1,29,33,1.0758399315159708,0.8304809992600855,2625,530,0.4219311262674744,2.089753219720982
1173,0,1,CADC0873,5,495,100,4.280586680000001,466.4430420787641,21.5972924710197,-1.4078679458436216,0.14764678881569482,1,1,1,20,34,2.1866775728449768,0.7917177298765642,2475,500,0.9423091759166952,4.6644304207876415
1174,0,1,CADC0873,5,525,106,-5.220210990566038,553.0914399005238,23.51789616229572,-1.394968729883792,0.18284929887908302,1,1,1,19,33,2.197185688417245,0.740440257253351,2625,530,1.0535075045724263,5.217843772646451
1175,0,1,CADC0873,5,620,125,-13.2723631104,372.8525672238841,19.309390648694333,-1.3785802705507588,0.2449754959262588,1,1,1,29,40,1.1819689723830882,0.6248333367076454,3100,625,0.6013751084256195,2.982820537791073
1176,0,0,CADC0873,5,515,104,26.676479711538466,214.59011552317972,14.648894686056682,-1.1671838840027395,-0.21316024876158582,1,1,1,25,30,0.8261627297785092,0.7120211177682836,2575,520,0.41667983596733926,2.0633664954151896
1177,0,0,CADC0873,5,505,102,25.871992450980397,99.74342051827735,9.987162786210973,-1.179389956539016,-0.20527819263107627,1,1,1,27,34,0.48145522986215056,0.5305745306217897,2525,510,0.19751172379856902,0.9778766717478171
1178,0,1,CADC0873,5,670,135,14.095842966148147,140.29330531797828,11.844547493170783,-0.9646031500191863,-0.4542929625355592,1,1,1,42,46,0.42070098799436684,0.664355986282744,3350,675,0.2093929930119079,1.0392096690220614
1179,0,1,CADC0873,5,615,124,7.808766379032257,243.85858035148308,15.615971963073035,-1.429112316695662,0.25372733589610336,1,1,1,35,42,0.8878429920555893,0.7415288075329444,3075,620,0.3965180168316798,1.9666014544474442
1180,0,1,CADC0873,5,600,121,0.8891236694214877,367.1454840758429,19.161040787907186,-1.436210649213006,0.12703395496915654,1,1,1,36,40,1.257607015610022,0.7162622410976762,3000,605,0.6119091401264048,3.034260198973908
1181,0,1,CADC0873,5,530,107,4.377031121495327,802.1137809115048,28.3216133175973,-1.3362806432018084,0.05610592235060391,1,1,1,19,33,2.664437517894718,0.7721233946957468,2650,535,1.5134222281349148,7.4963904758084565
1182,0,0,CADC0873,5,615,124,-14.806638927419355,295.30530273497305,17.184449445209847,-1.3759988546664503,0.0215663017221025,1,1,1,37,39,0.9418430707650772,0.7757546437580779,3075,620,0.4801712239593058,2.381494376894944
1183,1,0,CADC0873,5,484,73,-3.4836870684931505,413.66680665369626,20.338800521508052,-1.11871940841503,-0.35383412503137524,2,1,1,1,6,17.15474348576758,31.58558577629212,17928,365,0.8546834848216864,5.666668584297209
1184,0,0,CADC0873,5,432,87,-17.754537586206894,55.93950657638382,7.479271794525442,-0.3341481487616349,-0.7107633780122482,1,1,1,25,29,0.5486589178550564,0.8011322910038737,2200,435,0.12948959855644404,0.6429828342113083
1185,0,1,CADC0873,5,465,94,-20.737527929787234,276.611990319224,16.63165627107607,-1.2724178438826788,-0.12861520971772164,1,1,1,24,29,1.3669049355970406,0.9041786087455815,2361,470,0.5948644953101592,2.942680748076851
1186,1,1,CADC0873,5,835,160,0.5522882461687502,416.84296014688096,20.416732357232902,-1.0230884082509426,0.3349471162028713,2,2,1,2,3,49.266617053563635,143.1265498473457,5975,800,0.4992131259244083,2.605268500918006
1187,0,1,CADC0873,5,500,101,13.53925053960396,196.18387881041738,14.006565560851003,-1.396732868088512,0.004710745842775213,1,1,1,28,33,0.917453077680726,0.6581010912020301,2500,505,0.39236775762083476,1.9424146416873007
1188,0,1,CADC0873,5,725,146,-0.10065025890410914,471.4716522416362,21.713397989297672,-1.1615266081080384,-0.23118944415710732,1,1,1,35,48,0.7599421524277867,0.434711962127744,3625,730,0.650305727229843,3.2292578920660016
1189,1,0,CADC0873,5,870,175,17.082065914285714,98.21752556425152,9.910475546826778,-0.549106579963329,-0.42886311440227204,19,5,2,20,21,65.82765186853375,195.4527895321569,4350,875,0.11289370754511668,0.5612430032242944
1190,0,0,CADC0873,5,460,93,-1.0013619688172049,942.3433992441674,30.697612272686086,-1.471300480643181,0.11102179333416025,1,1,1,6,9,5.461243886769674,3.375710362363574,2300,465,2.0485726070525376,10.132724723055563
1191,0,1,CADC0873,5,400,81,-7.543322086419753,693.4569419526642,26.33357062672406,-1.465470782833388,0.08264589258030175,1,1,1,15,26,4.3675550600052135,0.8348994786904215,2000,405,1.7336423548816606,8.561196814230422
1192,1,1,CADC0873,5,456,92,-2.4368417173913044,324.84744647154815,18.02352480708333,-0.7937499091808808,0.014837130813801459,1,1,1,4,12,4.817813928108372,3.5959111826264696,2286,460,0.7123847510340968,3.5309505051255234
1193,0,1,CADC0873,5,310,63,3.6311094920634934,581.6882978982865,24.11821506451683,-1.406772166560076,0.034169803170265155,1,1,1,10,20,6.411670268271056,1.2199769606540607,1550,315,1.8764138641880208,9.233147585687087
1194,0,0,CADC0873,5,285,58,-1.9436177351724138,416.7693272322721,20.414929028342765,-1.46366757268161,-0.05058119297953428,1,1,1,5,16,5.195671324103369,0.5003933031902531,1425,290,1.4623485166044634,7.185678055728829
1195,0,1,CADC0873,5,266,54,1.2352353148148143,223.06566808076244,14.935383091195298,-1.3529593307072183,-0.05940544754136427,1,1,1,10,18,3.2278713394404983,0.7272729250410136,1336,270,0.8385927371457235,4.130845705199304
1196,0,1,CADC0873,5,281,57,-6.719469719298245,253.48362967555107,15.92116923079304,-1.4414044725541706,0.06314079625040869,1,1,1,11,19,3.3670705991402654,0.9052947565509029,1425,285,0.9020769739343455,4.447081222378089
1197,0,1,CADC0873,5,264,54,8.327526037037037,364.09702566587885,19.08132662227338,-0.9858128546471496,-0.43250648379887113,1,1,1,9,18,3.849851445130579,0.8830555603287554,1336,270,1.379155400249541,6.74253751233109
1198,0,0,CADC0873,5,275,56,2.1780758928571426,365.0233783319885,19.105585003657662,-1.5128475293819688,0.025465924192981444,1,1,1,7,17,4.925640042197356,0.8107648995698218,1397,280,1.3273577393890492,6.518274613071223
1199,0,1,CADC0873,5,242,49,-0.6415037959183675,142.06516220508738,11.919109119606523,-0.9218420598064299,-0.5016231535208191,1,1,1,11,16,1.9479930543038317,0.6087309811360211,1232,245,0.5870461248144107,2.89928902459362
1200,0,1,CADC0873,5,240,49,3.7536426387755095,254.4267939455189,15.950761547509853,-1.0746854016806022,-0.41373408265862865,1,1,1,5,16,3.2388729966109806,0.4676647082058882,1200,245,1.060111641439662,5.192383549908549
1201,0,0,CADC0873,5,271,55,-2.912630701818182,445.63267095183534,21.11001352325089,-1.393994903384298,-0.07995522594281029,1,1,1,5,18,5.959266138474404,0.665270512530656,1361,275,1.6444009998222706,8.102412199124279
1202,1,1,CADC0873,5,310,53,-7.918431171698113,760.5351265616689,27.57780133661255,-0.8727120589418682,0.3781797931699774,2,1,1,2,3,280.26152570563875,779.273438586337,4300,265,2.4533391179408675,14.349719369088092
1203,0,0,CADC0873,5,265,54,-1.0560448518518522,348.4166521667951,18.66592221581337,-1.471346886140861,-0.036641582321250296,1,1,1,11,16,5.067343673796192,0.9499121227272369,1343,270,1.31477981949734,6.45216022531102
1204,1,0,CADC0873,5,331,67,-0.8703128059701489,277.5129190976667,16.658719011306562,-1.1996198830082938,0.20870013525427736,9,2,2,10,12,175.76673351528152,485.84392827426143,1663,335,0.838407610566969,4.141983867129354
1205,0,0,CADC0873,5,205,42,-9.089827666666666,106.39995072441346,10.315035178050216,-1.4943245071041487,-0.029958689511647017,1,1,1,8,11,2.7063208435327915,0.8435183744905007,1025,210,0.5190241498751876,2.533332160105082
1206,0,0,CADC0873,5,240,49,3.414377408163266,657.3441222709762,25.638723101413927,-1.357412398635799,-0.13498092169916937,1,1,1,4,14,11.251747594153118,1.7290722156450449,1200,245,2.738933842795734,13.415186168795433
1207,1,1,CADC0873,5,230,47,-4.583778085106383,515.1779737447048,22.697532327209156,-1.2924397402354946,-0.02645300674072007,2,1,1,1,1,43.46159683933233,73.10031778099358,1150,235,2.2399042336726294,10.96123348392989
1208,0,1,CADC0873,5,220,45,-0.36802022222222275,428.11879022006883,20.691031637404375,-1.4882542379858041,-0.10953802776606934,1,1,1,4,17,8.794479451030993,0.8849607215346683,1100,225,1.9459945010003128,9.513750893779306
1209,0,1,CADC0873,5,210,43,-2.747563906976744,359.086310769168,18.94957283869924,-1.5006111254888794,0.010109090445550684,1,1,1,5,15,8.28983108841211,1.0986689373696383,1050,215,1.7099348131865142,8.35084443649228
1210,0,1,CADC0873,5,265,54,1.3518090740740747,802.352330071386,28.3258244376291,-1.4147948269397714,0.00499697370107333,1,1,1,6,17,11.744465209461232,1.5693580802976312,1325,270,3.0277446417788147,14.858376482803443
1211,0,1,CADC0873,5,250,51,-0.9551849411764709,254.73245102425645,15.960339940748645,-1.259892850385917,-0.17472000861032805,1,1,1,8,16,4.10967762679928,1.2181504696229934,1250,255,1.0189298040970258,4.994753941652087
1212,0,1,CADC0873,5,240,49,-1.2202560204081632,140.22389780802956,11.841617195638,-1.4217907388641928,-0.1376080464335136,1,1,1,11,16,2.556893019548958,0.6658902175232003,1200,245,0.5842662408667898,2.8617122001638684
1213,1,1,CADC0873,5,192,30,-3.081399666666667,136.21306314937658,11.671035221837718,-1.0017712486945405,0.1229153806009278,2,1,1,2,4,40.636572456029974,77.2592645620944,3222,150,0.7094430372363364,4.540435438312553
1214,0,1,CADC0873,5,190,39,1.1971897307692299,212.7996633593147,14.587654484505544,-1.5019300459088945,0.014196186493278412,1,1,1,7,13,6.112233527023889,1.4318399066901244,950,195,1.1199982282069194,5.456401624597813
1215,0,0,CADC0873,5,216,44,-0.7125040909090911,375.7375583598105,19.383951051315893,-1.3113772816868607,-0.12793131283166276,1,1,1,5,15,7.869665548043483,1.458248661014964,1086,220,1.7395257331472709,8.539489962722966
1216,0,1,CADC0873,5,221,45,-1.5839772444444444,501.99472410594745,22.405238764760966,-1.4850365988699088,0.010751051465105865,1,1,1,4,15,10.383809051884448,1.3763203368616364,1125,225,2.271469339845916,11.155438313465499
1217,0,1,CADC0873,5,241,49,1.3620856122448972,724.4838719055547,26.916238071200713,-1.5026859945252815,0.0854768871282627,1,1,1,4,14,12.682680085571874,1.7564558513510382,1229,245,3.0061571448363265,14.785385140929687
1218,0,1,CADC0873,5,211,43,-2.3749424651162787,283.4567083456655,16.836172615700562,-0.7528953058415517,-0.7107135649219842,1,1,1,6,14,3.7795609785029507,1.1550389819965121,1077,215,1.3433967220173721,6.592016473155012
1219,0,1,CADC0873,5,215,44,-2.067044147727273,252.55439630331483,15.89196011520652,-0.8816526192440346,-0.6303577361966585,1,1,1,9,15,3.562264435311972,2.0179096092243594,1091,220,1.1746716107130923,5.739872643257155
1220,0,1,CADC0873,5,225,46,2.622728478260868,397.0985861523215,19.927332640178452,-1.3231264289401157,-0.10547874882044735,1,1,1,7,16,7.452160825177779,1.240677392877274,1145,230,1.7648826051214288,8.632577959833077
1221,0,0,CADC0873,5,200,41,-7.5273505853658556,175.07996923872454,13.231778763217157,-0.8924160996987576,-0.423294944751766,1,1,1,5,12,4.148036913917751,0.897030154556608,1016,205,0.8753998461936228,4.270243152164014
1222,0,1,CADC0873,5,234,48,-1.8193134791666665,682.5939145591643,26.126498321802796,-1.5157511290612669,0.06607658998379452,1,1,1,5,16,12.474570281911811,1.4885341982385905,1186,240,2.9170680109365996,14.220706553315923
1223,0,0,CADC0873,5,201,41,-1.11217456097561,494.6695266847121,22.241167385834586,-1.4792030382850307,-0.06516721516363372,1,1,1,5,13,12.523820894830951,1.7214304362288817,1015,205,2.4610424213169755,12.065110406944196
1224,0,1,CADC0873,5,176,36,-2.963938177777778,160.90757014173192,12.684934770889912,-1.4076808850769853,0.019495337978734234,1,1,1,5,10,5.32335063260027,1.0839347078298966,886,180,0.9142475576234769,4.46965472615922
1225,0,1,CADC0873,5,190,39,0.4483487179487176,262.8491522387907,16.21262323742801,-1.4387248270899715,0.08519186733700947,1,1,1,4,12,7.334818245234348,1.3521103473924032,950,195,1.3834165907304772,6.739721852276684
1226,0,1,CADC0873,5,175,36,-4.130150277777777,273.6899236787694,16.543576508082204,-1.1347567924891195,-0.28445368823081424,1,1,1,4,11,8.077078405034285,1.3068508803121108,875,180,1.5639424210215394,7.602497879965816
1227,0,1,CADC0873,5,215,44,-1.6904925000000004,839.2014933286642,28.968974668231947,-1.4715424808093893,0.021741210998340855,1,1,1,4,13,17.716205579906653,1.5042358970705236,1075,220,3.903262759668206,19.072761212015095
1228,0,1,CADC0873,5,220,45,-1.5860454000000004,1064.600167738303,32.62821122492471,-1.4819755441078635,-0.0020161310648038016,1,1,1,6,15,21.622028400155244,2.233309925836082,1100,225,4.839091671537742,23.657781505295624
1229,0,1,CADC0873,5,250,51,1.1799474313725498,830.773100470325,28.82313481338081,-1.2386375899463982,-0.128154570837935,1,1,1,8,17,12.749805145322838,1.7157195211007734,1250,255,3.3230924018812997,16.28966863667304
1230,0,1,CADC0873,5,225,46,-7.482004739130434,102.52541876243646,10.125483631038888,-1.4602973899825729,0.018748892410823042,1,1,1,8,15,2.2378808848094622,0.7426537915705622,1125,230,0.45566852783305095,2.2288134513573143
1231,0,1,CADC0873,5,235,48,0.24644127083333314,119.04725461705057,10.910877811480182,-1.062148396478691,-0.3305844812794678,1,1,1,11,15,1.9634726376662341,0.7642805510565404,1175,240,0.5065840622002152,2.4801511378552203
1232,0,1,CADC0873,5,241,49,-0.8209797142857141,176.44678121787058,13.283327189295255,-1.4248098654438244,-0.07182235520828079,1,1,1,7,16,3.21598474308816,1.038760668371445,1211,245,0.732144320406102,3.6009547187320528
1233,0,0,CADC0873,5,232,47,0.3914519148936167,165.36329612653017,12.859366085718618,-1.5073383696187934,-0.026846959534650494,1,1,1,7,15,3.2223841906095574,0.5434416066076244,1172,235,0.7127728281315956,3.518368002692131
1234,0,1,CADC0873,5,212,43,-0.9066485581395349,131.97690070262124,11.488119981207596,-1.5164525727285938,-0.06316087187025675,1,1,1,11,14,3.2566751979580593,1.0797216375146126,1084,215,0.6225325504840624,3.0692302488981684
1235,1,1,CADC0873,5,210,19,-10.375965421052632,29.835868298674246,5.4622219195739605,-0.13458693166447677,0.7478438990712278,1,1,0,1,1,8.014047450639888,12.971191393351827,16050,95,0.1420755633270202,1.5703088578249602
1236,0,1,CADC0873,5,170,35,-3.085101057142857,58.62608981325159,7.6567675825541155,-1.4357010471344063,0.02908883305383722,1,1,1,6,10,2.33180855707417,0.9902889640189994,850,175,0.3448593518426564,1.675031137521474
1237,0,1,CADC0873,5,217,44,1.3877711363636362,303.9134934621419,17.43311485254835,-1.2766863973336933,-0.12587966833490244,1,1,1,5,11,6.434774502783882,0.9176552746251706,1097,220,1.400523011346276,6.907124851412316
1238,0,1,CADC0873,5,245,50,2.6473120099999994,604.3532551031834,24.583597277517857,-1.4539604437469769,0.051350040195357376,1,1,1,6,17,10.013816656007302,1.271467543838156,1225,250,2.4667479800129937,12.087065102063669
1239,0,1,CADC0873,5,225,46,-5.134359326086956,183.8514181893087,13.55918206195745,-1.4789278265583246,-0.003699560549742531,1,1,1,7,15,3.6864317861629585,0.5756622705587314,1125,230,0.8171174141747053,3.996769960637146
1240,0,0,CADC0873,5,265,54,1.863631148148148,279.330353732427,16.713179043270824,-1.5042142663778462,0.08466333305192665,1,1,1,6,17,4.032210725191397,0.3875356073314439,1325,270,1.0540768065374604,5.1727843283782775
